"","quad_pt1","quad_pt2","quad_pt3","quad_pt4","quad_pt5","quad_pt6","quad_pt7","quad_pt8","quad_pt9","quad_pt10","quad_pt11","quad_pt12","quad_pt13","quad_pt14","quad_pt15","quad_pt16","quad_pt17","quad_pt18","quad_pt19","quad_pt20","quad_pt21","quad_pt22","quad_pt23","quad_pt24","quad_pt25","quad_pt26","quad_pt27","quad_pt28","quad_pt29","quad_pt30","quad_pt31","quad_pt32","quad_pt33","quad_pt34","quad_pt35","quad_pt36","quad_pt37","quad_pt38","quad_pt39","quad_pt40","quad_pt41","quad_pt42","quad_pt43","quad_pt44","quad_pt45","quad_pt46","quad_pt47","quad_pt48","weight","k"
"120",-4.99890556905956e-05,-4.88847572680764e-05,3.17238621490009e-05,4.98170394354759e-05,5.97076481087126e-05,7.31588986894411e-05,5.89319002666352e-05,3.69849671784513e-05,3.0800659459122e-05,5.49271560421513e-05,-1.98826419663131e-05,-4.78011295478099e-05,-4.93535851095197e-05,3.44712131166921e-05,-6.68437240262895e-05,-2.86125504615776e-05,-4.83374692426258e-05,-2.4352619007417e-05,4.95936741790348e-05,-5.0965175002165e-05,5.77924082703226e-05,-1.64407376616501e-06,-2.03489034030204e-05,3.14073185273499e-07,2.035661984616e-05,-2.63060911124176e-05,-5.73565455623681e-05,-6.74582985707789e-05,7.34099843924055e-06,5.44122845015382e-05,-4.3971060130174e-05,7.05551470636119e-05,6.96099971049681e-05,5.41455987892877e-05,7.36861860749082e-05,6.43369418742083e-05,-6.8417976084329e-05,-2.92420442949589e-05,-6.32543429871087e-05,-6.74635021695945e-05,5.78819343601021e-06,-6.88799418199888e-05,-9.61703164288643e-06,-5.68910216375882e-05,6.99928848757709e-05,2.5421258094407e-05,-1.3296292457793e-05,5.31912647342566e-05,-3.99999999999999,3
"121",-2.26657333527202e-05,-3.90804798509938e-05,4.56943221414933e-05,2.19297817419554e-05,4.50719837080308e-05,5.18623698317765e-05,3.09868013569199e-05,3.05757564409649e-05,3.59005609113525e-06,3.95004591838199e-05,-3.40868843313038e-05,-2.12829614672992e-05,-3.50850533581204e-05,6.19147548195595e-05,-4.60921693213607e-05,-2.33182265576864e-05,-3.39210733362873e-05,-5.26119905812034e-05,3.80828548658023e-05,-7.6967101503051e-05,8.30759068573378e-05,-2.3537640327372e-05,6.2950729343534e-06,2.08778738505132e-05,3.552576813741e-05,-4.01693278173305e-05,-8.40650067929777e-05,-4.93542737288882e-05,3.09315640630286e-06,7.74585666202191e-05,-6.73161463699472e-05,5.11643061441861e-05,7.13036236704891e-05,8.06632369715314e-05,7.6802634195237e-05,7.26890414468853e-05,-7.10826796890191e-05,-1.60774822439406e-05,-7.101015437359e-05,-7.0537059161122e-05,3.37892307828146e-05,-0.000100236122559167,-3.77510769590658e-05,-8.68153787877024e-05,0.000101622667033464,1.31041189040352e-05,-7.7108786956315e-06,8.37772183839636e-05,0.25,3
"122",-6.68068834758678e-05,-7.96485805518384e-05,6.05913992343029e-05,5.92440295618123e-05,9.12161039899302e-05,9.24728702314176e-05,7.88569264064156e-05,9.63965756967629e-06,2.02892322413841e-05,3.68755399548911e-05,-4.80684291825311e-05,-6.1104048231086e-05,-8.01138365137621e-05,4.2570451371588e-05,-8.96973648656787e-05,-2.89779187158046e-06,-2.79957203392618e-05,-3.66325102756306e-05,7.90067001616032e-05,-3.08483773526807e-05,3.46002030886308e-05,-2.49999294384197e-05,-6.76982550306749e-06,2.11869389141915e-05,1.61387479753524e-05,-1.90610340288126e-05,-6.15769935015334e-05,-9.28342603247441e-05,-4.33484990499116e-06,7.26635508102411e-05,-6.57400682627946e-05,9.82617906084385e-05,7.52373182626924e-05,6.1769409881731e-05,7.34563467367654e-05,3.9513690927448e-05,-7.04033859825286e-05,-2.61806956534255e-06,-4.10162050960289e-05,-7.17125056585021e-05,3.31997146503374e-05,-4.09322562607205e-05,-3.65136970369573e-05,-4.12110938902173e-05,4.12793049827888e-05,-8.71423755015563e-07,1.02720047287207e-06,4.02034296018036e-05,0.25,3
"123",-9.98970646149712e-05,-9.51854848239959e-05,5.67093819456852e-05,9.51363619600463e-05,0.000111764781017224,0.000138406187568764,0.000111617955437224,6.95730003781224e-05,5.72056396748068e-05,0.000104965078179693,-4.13036661908439e-05,-9.31826430457761e-05,-9.85891441353527e-05,6.25809308408336e-05,-0.000130937549615266,-5.7372208209575e-05,-9.53989144582426e-05,-4.85060252948545e-05,9.58680085490031e-05,-9.89144887059431e-05,0.000108731109767212,-3.43872874121359e-06,-4.32268058997822e-05,1.108593623901e-06,4.02246207382743e-05,-4.90323511138029e-05,-0.000109561901738766,-0.000131767164320425,1.50921100363723e-05,0.000100373635723629,-8.67280458894902e-05,0.000136011354855937,0.000134550391034627,0.000105307490777627,0.000138586193248652,0.00012191120288357,-0.000132432051082413,-5.50110376852289e-05,-0.00012141095598636,-0.000131218170429919,1.23996709866888e-05,-0.00013184792136022,-1.81621011642462e-05,-0.000108024237819186,0.000133189275745832,4.88773801734949e-05,-2.4017750098029e-05,0.000102755489629703,0.166666666666667,3
"124",9.39251058245891e-05,9.1842932075891e-05,3.71048759174305e-05,-1.26651074140604e-05,-2.67661971068306e-05,-1.48455283827759e-05,-8.57285912526449e-05,-9.45795516154025e-05,-8.81021739051906e-05,-0.000136900825306267,-3.14791156222746e-05,2.03091946614753e-05,3.4930746313231e-05,2.19667426665321e-05,2.11987964786631e-05,8.89513843495135e-05,0.000136847577889505,-2.75504171465753e-05,-8.40415785382665e-05,5.42167343855326e-05,-6.11883103533413e-05,6.62652093117438e-05,9.37892922440762e-05,-5.97412947714057e-05,-3.73588935285656e-05,3.66376276946597e-05,0.000133921261203162,0.000135727376972493,1.52288655382671e-05,2.55844140645258e-05,-2.5622765507889e-05,-0.000129025537022454,-0.000155224247141519,-0.000133094858821284,2.74216304977847e-06,-5.90089501208967e-06,0.000157374330540874,-3.25342388063279e-05,5.40152432920815e-06,-1.0141016050269e-06,-8.583839491168e-05,6.43203292424265e-05,8.91250207361103e-05,8.99413002922998e-05,-6.83093125196387e-05,3.34558929943374e-05,-1.55555515611471e-05,-9.16334467051659e-05,0.25,3
"125",4.43156719845693e-05,6.17190055616456e-05,3.32551394335982e-05,3.29966099757638e-05,4.42330823137934e-06,4.41758185332926e-05,-3.79509835866445e-05,-2.32754065630261e-05,-3.94847311195465e-05,-5.21936661221149e-05,-2.40747114222371e-05,-2.31157539649245e-05,5.81282892938884e-06,4.25871125181434e-05,-3.26898885858116e-05,2.34454342933954e-05,5.11718283551464e-05,-3.80506477339866e-05,-5.57835253223325e-05,-2.21478937523777e-05,2.23319332132192e-05,8.50182224355142e-05,4.48117116042153e-05,-7.96999837206864e-05,-1.0009843220542e-05,1.67813369036477e-06,7.11337795670602e-05,7.57674264348585e-05,3.50765979859833e-05,5.70625425658827e-05,-4.82536178749298e-05,-7.35463379799764e-05,-7.86525475267517e-05,-7.80292942061853e-05,7.82899992163192e-05,8.57856411882076e-05,7.46285117407236e-05,-8.89818576474035e-05,-8.34112857254649e-05,-6.91158439330553e-05,-0.000104771868696404,-3.75218998396717e-05,0.000103093561607381,1.18245027934443e-05,3.46407500321552e-05,8.62393148662638e-05,-4.26053469360488e-05,-1.9642714856232e-05,0.25,3
"126",5.96821890762935e-06,2.52636314504321e-05,4.73469319118408e-05,6.5671366697822e-05,4.63429223191447e-05,8.00132248064897e-05,5.57395728752844e-06,-4.31303052386756e-05,-2.40795503528171e-05,-5.48527483087185e-05,-3.5962217737459e-05,-5.80369840359389e-05,-3.33807602026069e-05,2.44032673265497e-05,-7.07254578799321e-05,4.11922233956424e-05,5.6701524421707e-05,-2.46422660326207e-05,-1.88704832785589e-05,1.84288290183989e-05,-2.22898535498639e-05,8.26565309652102e-05,3.4169495990805e-05,-7.84957110568528e-05,-2.694698139278e-05,2.08628623324429e-05,9.08102930732943e-05,3.71801164970665e-05,2.83214443143161e-05,5.24330148547695e-05,-4.68511339997782e-05,-3.08961842968386e-05,-7.47821974081493e-05,-9.42024118700014e-05,7.4401938812124e-05,5.5023572433751e-05,7.51832767503276e-05,-7.56185680639194e-05,-5.56746836542124e-05,-6.94249092691178e-05,-0.000103914979536832,1.56183649114682e-05,0.000103133362385803,5.26445369055307e-05,-2.01344188020302e-05,7.285015978737e-05,-3.39367227296375e-05,-5.84407190257667e-05,0.25,3
"127",3.21298567694242e-05,3.24590004442921e-05,6.18068959766683e-05,3.60339411475629e-05,3.20350657784735e-05,5.66671612473621e-05,-2.17289824428528e-05,-5.0766035889067e-05,-5.19443478139946e-05,-7.1170340544944e-05,-5.11145984763941e-05,-3.01233464484267e-05,-2.0323962430072e-05,5.17164893670919e-05,-4.86361381179486e-05,4.99639028362401e-05,7.32932194782824e-05,-5.09002654726316e-05,-2.77370805811989e-05,-2.81193689276222e-06,2.76397453041762e-07,5.63353501726185e-05,6.1363231070922e-05,-5.36627699523906e-05,-1.30204056093018e-05,7.42640396062158e-06,6.29253721991148e-05,5.31626665198592e-05,2.10786107626577e-05,7.43985393742249e-05,-6.87205369640097e-05,-4.80065270806895e-05,-7.20452101836302e-05,-6.62399299947124e-05,7.32363540819774e-05,5.69815434364327e-05,7.22750936084451e-05,-5.7281520314821e-05,-5.7472870570631e-05,-6.86088160001572e-05,-7.08847901684212e-05,-1.03714287323297e-05,6.95249921856105e-05,2.47026504012838e-05,6.72280783418771e-06,5.4507105708975e-05,-2.62981604504708e-05,-2.98789317454905e-05,-3.99999999999999,3
"128",6.01694445554366e-05,4.24706044781383e-05,7.92584154273175e-05,8.75698385562385e-06,1.88098685214593e-05,3.64423843598287e-05,-5.12698817436437e-05,-6.19420119826065e-05,-8.37679219747579e-05,-9.25491887596356e-05,-7.000936551009e-05,-4.18991784128749e-06,-8.91815344360197e-06,8.17641927165962e-05,-2.99466305228043e-05,6.1914302392424e-05,9.47244494022257e-05,-8.04780188891664e-05,-3.88120228969647e-05,-2.40645455043957e-05,2.23606296784555e-05,3.44658140990353e-05,9.19703668535941e-05,-3.27698311051439e-05,-3.57679848779654e-07,-5.44085281268981e-06,4.00591306824554e-05,7.31901457091955e-05,1.52262825517081e-05,0.000100262638666389,-9.52362490523492e-05,-6.89218031874227e-05,-7.46692221781903e-05,-4.33776912660307e-05,7.62076194010837e-05,6.23267657151751e-05,7.4817716371511e-05,-4.32783241464102e-05,-6.33564225468595e-05,-7.2580268127864e-05,-4.32526910640318e-05,-3.68512760085845e-05,4.12991982910114e-05,-1.16253867580884e-06,3.34323846654904e-05,3.99568457781373e-05,-2.07498891949618e-05,-3.91309394410859e-06,0.25,3
"129",2.24330405491099e-05,6.13708661854504e-06,9.46073830262106e-05,4.20243464796937e-05,6.17531385310477e-05,7.35253512843313e-05,-7.47532668374365e-06,-8.19285947472582e-05,-6.82242068130344e-05,-9.56855171557496e-05,-8.13787727201403e-05,-3.90153022483339e-05,-4.74345965642447e-05,6.4531619514032e-05,-6.75344664551427e-05,7.99800386699096e-05,0.000100521011978288,-6.69251784828644e-05,-2.2034811248105e-06,1.65547907121509e-05,-2.18445369100177e-05,3.2493428925375e-05,8.21491876779296e-05,-3.19934362847781e-05,-1.73707881898924e-05,1.36670466023115e-05,5.96087662922854e-05,3.47604556911292e-05,8.66440989097523e-06,9.71125126012637e-05,-9.34426363016381e-05,-2.67525604170815e-05,-7.16429401136962e-05,-6.03444581584717e-05,7.38885416848095e-05,3.27360051599442e-05,7.52963685452459e-05,-3.02089113630914e-05,-3.55857625014324e-05,-7.25224095892663e-05,-4.30156873863643e-05,1.61879707003375e-05,4.17327352639042e-05,3.94839043328904e-05,-2.08757695971611e-05,2.72399388632931e-05,-1.23035030391531e-05,-4.29304390500991e-05,0.25,3
"130",-2.42682178031411e-05,-2.108044370101e-05,9.76548555186316e-05,9.14643508241954e-05,9.6481616162247e-05,0.000138688279336179,3.80972538066982e-05,-1.61743486601754e-05,-2.57343644276972e-05,-1.8400513524607e-05,-8.14588091440201e-05,-8.8296041768904e-05,-8.0924228306104e-05,9.11596825178457e-05,-0.000130079391835878,2.09607099356061e-05,2.43478689445297e-05,-8.41839399987257e-05,2.2729276481167e-05,-6.00548582486256e-05,6.20702852114642e-05,5.76870861252764e-05,4.02530400129e-05,-5.94036543572205e-05,9.42241856940329e-06,-1.93772358502736e-05,5.78168397898802e-06,-1.91106405567928e-05,3.20721789853762e-05,0.000136844320641267,-0.000126104268291287,2.39570651761791e-05,-2.13616159132236e-06,-1.18973590947684e-05,0.00015746797733184,0.000131161746241531,2.26846142428834e-06,-9.39104720211354e-05,-0.000132608910099676,-0.000151334356636041,-7.06040631201121e-05,-8.67108780569112e-05,6.46982368328641e-05,-3.4485775221661e-05,8.34865888315322e-05,8.71607779499362e-05,-4.18494421188494e-05,2.66613403514601e-05,0.25,3
"131",5.79942498854291e-05,6.05043608525324e-05,0.000113755746219451,6.75230240107858e-05,5.8144541782568e-05,0.000105543635558011,-4.2816697111214e-05,-9.73738003867611e-05,-0.000100132390655345,-0.000135590424475993,-9.93728922524249e-05,-5.90181147603292e-05,-4.15769482915662e-05,9.52511776938775e-05,-9.48342466184326e-05,9.29980698521422e-05,0.000137232432183433,-9.78301921025742e-05,-5.31526030609984e-05,-6.10221952731776e-06,-1.26177730469946e-06,0.000106726966831524,0.000113186141998746,-0.000102721526843406,-2.43566905304893e-05,1.49869831255413e-05,0.000120236909622061,9.93644372545237e-05,4.0622669150763e-05,0.00013775063890291,-0.000132229249644984,-9.15008204456379e-05,-0.000136737477989082,-0.000125632447358949,0.000136538948709981,0.000106832842745788,0.000136701476034767,-0.000108891182650023,-0.000109782995467612,-0.000132058681961509,-0.000134877619086186,-1.95467756598275e-05,0.000132511104948586,4.78381872516546e-05,1.16055224677582e-05,0.000103608613728291,-4.94226453190224e-05,-5.68110158540957e-05,0.166666666666667,3
"132",-1.73933547267094e-05,-5.70251184904606e-05,-2.94853527109857e-05,-4.20978964210085e-05,-5.49944138391353e-07,-3.22029834337758e-05,3.40169338051816e-05,2.55621432282813e-05,6.52466083200143e-05,4.79750662315557e-05,8.50758054348439e-05,2.8358398950324e-05,5.49482914749076e-05,-5.60198332580296e-05,7.86676486848736e-05,-7.35051950428915e-05,-9.44320977748059e-05,4.86716754091321e-05,2.1716060553831e-06,-9.17437502691127e-06,-1.56662576166855e-05,-7.483078082327e-05,-4.7008841517726e-05,3.84655353862913e-05,3.54361410585515e-05,1.58417881625525e-05,-8.00203343307557e-05,-7.32110595981914e-05,3.92361574583812e-06,-4.93516019011684e-05,9.73747498873008e-05,2.60375253830471e-05,4.05474033386632e-05,4.89755353773791e-05,-3.93948658145285e-05,-2.76389770608794e-05,-0.00010219856150709,8.48693776752395e-05,9.31729774246253e-05,0.000108713048329247,7.1719076608945e-05,2.10196942195615e-05,-7.25025350862449e-05,-1.85754335284275e-05,-7.07849371495194e-07,-3.18457884512294e-05,5.33804782889924e-05,3.393718684102e-05,0.25,3
"133",6.77280279599903e-05,2.91550102911467e-05,1.51539513294614e-06,-5.3746452785843e-05,-2.84061060964614e-05,-4.75221556709448e-05,-4.84184579689802e-05,-6.50559807860247e-05,-1.97135185078794e-05,-8.17779488124485e-05,5.28592625848453e-05,4.75597380254981e-05,8.50983709489701e-05,-3.8721687697206e-05,9.73693072321314e-05,6.60670469173905e-06,3.06643063678626e-05,2.04575001434687e-05,-7.59853678013906e-05,3.91115540499945e-05,-7.51964067796652e-05,-1.21464776973978e-05,3.71383403780371e-05,-1.66901748238391e-05,7.99933209652732e-09,4.95509105292872e-05,4.45935667744928e-05,5.25852106184367e-05,1.77168583001154e-05,-2.87342819523613e-05,7.10946384953887e-05,-9.52522974064317e-05,-0.000105308512134039,-7.5761589079144e-05,-3.8822069538016e-05,-3.44044155459541e-05,4.35384272463814e-05,5.40489814232888e-05,9.71263184835529e-05,0.000106275751199176,-8.35555238182574e-06,7.95870718120358e-05,1.10279154691802e-05,6.46210049899847e-05,-6.60710725499444e-05,-9.27136672550223e-07,3.83606590174701e-05,-5.2443188851813e-05,0.25,3
"134",2.56760316148241e-05,3.58418799535535e-06,2.83327635848727e-06,-1.16447877964023e-05,1.70108215648402e-06,8.27055936129151e-06,-5.06827470970152e-06,1.25759520958562e-06,2.23896859878588e-05,-3.51801835406357e-06,5.38085972597631e-05,2.71054298988327e-06,5.4949860354177e-05,-1.3118731808659e-05,3.94283458684089e-05,-4.87252346933834e-05,-4.02393237045583e-05,4.45054966270496e-06,-5.15733383704282e-05,-3.42859222690969e-05,7.47909919136357e-06,7.72211689673442e-06,-1.37018850116248e-06,-3.9493400284404e-05,2.72176817271873e-05,1.70318725184136e-05,-8.43460042631826e-06,3.17675044117192e-06,3.86464062762023e-05,6.44431921392753e-06,3.99802276366264e-05,-4.45078077359126e-05,-3.29608817976908e-05,-2.28942526831705e-05,3.515288088164e-05,5.54540700244806e-05,-2.52185107996875e-05,-4.27791774171693e-06,4.70465877808113e-06,3.13446090010409e-05,-2.96468465166261e-05,-1.97684398673398e-05,2.83170357780056e-05,-7.57628995806383e-06,3.5341768228657e-05,5.19851231676274e-05,1.15265211817957e-05,1.8210298823694e-05,0.25,3
"135",-1.32207258567131e-05,-3.20708615204122e-05,1.47756193653188e-05,1.97604199431603e-05,4.08036206949979e-05,4.17698782441654e-05,3.60831885343012e-05,-1.78826266104198e-05,3.61598066913019e-05,-6.38877506607452e-06,4.0857496303366e-05,-3.11637311893784e-05,1.51213813401105e-05,-3.11280008335368e-05,1.99309996720126e-06,-3.01367516889668e-05,-3.43129968644716e-05,1.86327575332533e-05,-1.5165003515976e-05,7.41706175596375e-06,-3.64309570250492e-05,5.19522178487843e-06,-1.30830237756523e-05,-3.7450395912776e-05,1.04485816275543e-05,3.63713653417602e-05,1.1697167069739e-05,-3.48226034867308e-05,3.17216799861007e-05,4.70760229923136e-07,4.15255266734501e-05,-2.98296842877902e-06,-2.91327871970704e-05,-3.84879058129654e-05,2.95122850356763e-05,2.37400182233149e-05,-2.39759947070273e-05,9.82455023918528e-06,3.32143057330645e-05,3.16512459513384e-05,-2.7923715066873e-05,3.41807641201687e-05,2.80556750813759e-05,3.36874749264128e-05,-1.92570920441913e-05,3.79306502976057e-05,2.05648923412835e-05,-2.01766038321847e-05,0.25,3
"136",1.25817040875651e-05,-2.19843665311227e-05,2.7995749652789e-05,-6.21069391558566e-06,2.67064174182763e-05,2.10272532302393e-05,9.33300799921209e-06,-2.47702250619084e-05,9.35951149610853e-06,-2.21706750265619e-05,2.60653863143071e-05,-5.79505890794463e-06,2.74300191437979e-05,-4.97727134423565e-06,2.10209468457925e-05,-2.19888731144064e-05,-1.7716371696195e-05,-7.10440634912861e-06,-2.49706086651138e-05,-1.40071142740863e-05,-1.4313948093277e-05,-1.51569872594093e-05,1.28972956847406e-05,-1.73088104817134e-05,2.20195673203166e-05,2.25803418741754e-05,-1.17392326323332e-05,-1.65243701936966e-05,2.53623998515637e-05,2.15876750179901e-05,1.92310091101673e-05,-2.09966955740451e-05,-2.85252048948141e-05,-1.52305164939747e-05,3.03474701397812e-05,2.81671113156333e-05,-2.3840669770655e-05,2.18697287550485e-05,2.66550645243302e-05,2.87915433157951e-05,-1.88774446804036e-06,7.07126269219561e-06,9.68592350400286e-07,6.93858591402715e-06,6.93456527072469e-06,2.36761988266269e-05,2.4542425616389e-05,5.39150221405653e-06,-3.99999999999999,3
"137",3.88636854129496e-05,-1.34590544653546e-05,4.25183949530658e-05,-3.2850817381699e-05,1.39558603331047e-05,1.01089382816997e-06,-1.68014733496753e-05,-3.32600730163027e-05,-1.6911196395385e-05,-3.91379978789253e-05,1.26125075220223e-05,1.93376100770838e-05,4.11001498288863e-05,2.04181193454456e-05,4.12803941505384e-05,-1.52049935032431e-05,-2.23303785482469e-06,-3.3328367925763e-05,-3.58781444380062e-05,-3.61353398054943e-05,6.55207663084903e-06,-3.68775504351129e-05,3.94007752608645e-05,2.36588584132466e-06,3.50326223778403e-05,1.0303461400243e-05,-3.59629050041945e-05,5.45048399606523e-07,2.03767843492368e-05,4.33777633721582e-05,-2.00733286479561e-06,-3.98101296629534e-05,-2.91189751107539e-05,7.68857956153482e-06,3.21766267718964e-05,3.34887484371947e-05,-2.52095482232798e-05,3.58468617646458e-05,2.21370783241613e-05,2.78035345227942e-05,2.47959513060085e-05,-1.92731560530625e-05,-2.65747034696267e-05,-1.91984861996428e-05,3.31229090022403e-05,1.02640961509541e-05,3.03775976165906e-05,3.13961192331478e-05,0.25,3
"138",3.90660018728949e-07,-5.03855197056275e-05,5.71374601684637e-05,-5.38716626274537e-07,5.56125756123692e-05,3.74972442595778e-05,2.50716402824876e-05,-5.4025751613865e-05,-3.03228381553071e-06,-4.38605015730782e-05,3.49717236668453e-07,-1.60168282906512e-05,1.92806308330119e-06,3.29863172348644e-06,3.64369363456837e-06,3.03683882791433e-06,3.48138916385185e-06,-1.97898813298983e-05,-1.02081261981402e-06,5.17139759270477e-06,-3.76507003701135e-05,-3.90638506546852e-05,2.89022511661571e-05,2.27232757845765e-06,1.96394995342256e-05,3.14505381512422e-05,-1.53451014368443e-05,-3.83254600070749e-05,1.57490369753223e-05,4.02523558784911e-05,-2.09791484224566e-07,2.47595017489679e-07,-2.77148298326134e-05,-9.71932810447957e-06,3.02711962659283e-05,5.08653475557282e-06,-2.45431066251235e-05,5.02462523502778e-05,5.1329266352455e-05,2.85442460833958e-05,2.50806348690846e-05,3.52981261330789e-05,-2.51656451355956e-05,2.32210190298745e-05,-2.04559236906895e-05,-8.49826653464761e-07,4.06177661246937e-05,-6.87388816611039e-06,0.25,3
"139",-4.43088165409135e-05,-7.75761764220964e-05,5.86321965763554e-05,4.46068042866829e-05,8.76447210659147e-05,9.7739376145947e-05,6.82776732770767e-05,1.01370646407735e-05,3.88821087703829e-05,3.12296774345113e-05,4.1604915749715e-06,-5.7403889066444e-05,-2.60326711293755e-05,2.77662485247348e-05,-4.85283050864153e-05,-5.69557331183809e-05,-7.45531994170841e-05,-3.39682909416672e-05,2.40069828968094e-05,-6.92318395212336e-05,4.33480237700593e-05,-1.91208027997894e-05,-1.32806629256734e-05,-1.82908399543218e-05,4.6592186826643e-05,-1.47822384705925e-06,-7.40125863034681e-05,-9.30082915837364e-05,3.64942414465929e-05,7.7115482038231e-05,-2.60453370904139e-05,4.92305756571705e-05,4.04953642776308e-05,4.01498467029415e-05,0.000108690994002193,9.78127435365253e-05,-0.000101188754869808,-4.86045078539402e-06,-3.54714885407805e-05,-3.89267339699169e-05,5.1082588497986e-06,-6.35257590205054e-05,-9.32190764498755e-06,-5.13904543548569e-05,8.03513846719492e-05,5.29570570501185e-05,1.4620878135671e-05,6.1982259826162e-05,0.25,3
"140",4.027803452015e-05,6.60768792912363e-06,8.93718677089952e-05,3.04902025477697e-05,5.85662065449347e-05,8.1070831015589e-05,-1.626136807579e-05,-8.10885613268e-05,-4.73764627759185e-05,-0.000100518438037169,-2.77460122798584e-05,-3.89264141773882e-05,4.42618446693766e-06,4.55864106477125e-05,-2.88573689780661e-05,2.37507149096939e-05,5.0220631128177e-05,-6.08663855975074e-05,-5.72482091677633e-05,-1.93942590299125e-05,-1.64240530500148e-05,4.12145650646927e-05,7.04920480955372e-05,-7.5124770101157e-05,1.10787539991922e-05,3.27925133066439e-05,4.97757177398494e-05,3.12894495462635e-05,5.02731197976183e-05,9.80218650498011e-05,-5.06247002271678e-05,-7.53005343808408e-05,-0.000108291523920567,-8.65883172547727e-05,0.000109035815205792,9.08158866930255e-05,4.33975642291214e-05,-3.46700615151056e-05,-2.92507369750527e-05,-3.91159323209679e-05,-7.57598722967003e-05,-3.12996400993082e-06,7.27677591174834e-05,3.24281410032229e-05,1.44781998700812e-05,8.33339536930012e-05,2.24845932846128e-07,-2.53304806025404e-05,0.25,3
"141",1.89089887784126e-05,-4.22235302188375e-05,4.77882390662247e-05,-1.18168136734415e-05,4.65307736797538e-05,3.71911791266445e-05,1.55817391896503e-05,-4.64106833799291e-05,1.51220902857793e-05,-4.10606025625217e-05,4.44309732336528e-05,-1.27689054249019e-05,4.60881208153546e-05,-1.16057831433258e-05,3.53462804565894e-05,-4.22692174786053e-05,-3.4901135010735e-05,-1.46529340487516e-05,-4.55481129343474e-05,-2.65646572494692e-05,-2.73957736261015e-05,-2.81596206217899e-05,1.97205263565411e-05,-3.18621623894161e-05,4.21771620003191e-05,4.3265022924608e-05,-2.0943853858373e-05,-3.29847230243242e-05,4.82236869387443e-05,3.66965288675938e-05,3.27533551057034e-05,-3.81979486354063e-05,-5.14385629048437e-05,-2.64204952935652e-05,5.4025565344315e-05,5.13585894146123e-05,-4.4951932442002e-05,4.11585007558705e-05,4.87042573773801e-05,5.07160802527825e-05,-2.45370729863208e-06,1.33742336312917e-05,2.40405661767771e-06,1.40723300649332e-05,1.27403083289018e-05,4.43762758592345e-05,4.68309705653545e-05,1.12604488711441e-05,0.166666666666667,3
"142",2.21821532126402e-05,2.10394451540588e-05,-1.35087494026803e-05,-1.7788692661135e-05,-1.43454537674064e-05,-4.10639468945568e-05,1.83653015238449e-05,2.06551882234409e-05,2.04307541534632e-05,4.41289370603231e-05,-1.00175097459486e-05,-1.49328707174417e-05,-9.34558998845166e-06,-1.58229972389524e-05,-3.67303988258838e-05,1.87761438453404e-05,4.36919686378388e-05,-1.44646691083358e-05,1.6316626239178e-05,-1.25493076312137e-06,8.72560554512239e-08,3.46760700291043e-06,2.03056162960494e-05,1.30088105662211e-06,1.95021634603916e-06,1.72014268737682e-06,4.21841028330223e-05,4.41297206709906e-05,-2.97071846190868e-06,-3.78934614969106e-05,-3.49075417008073e-05,3.91345445090283e-05,5.64783704672134e-05,4.0435405019545e-05,-5.52249633160455e-05,-4.01820508724721e-05,5.87199720715248e-05,-1.81908589982971e-05,-4.12884246257616e-05,-5.33327080092241e-05,5.85611135242916e-06,-7.97805715337307e-06,8.6563601784143e-06,1.61209744691422e-05,-6.19199793192052e-06,-1.6149838774195e-05,-4.07766757976845e-06,1.66870241528357e-05,0.25,3
"143",2.87698460430251e-06,-3.70691759471814e-05,-4.91398197416653e-05,-6.54813259030437e-05,-2.09263990981484e-05,-8.21216279219208e-05,5.14179994660689e-05,4.79668163610397e-05,8.51747598784115e-05,9.68640964625041e-05,6.97262897562643e-05,7.94662878385511e-06,3.96173093261753e-05,-7.61362114112034e-05,3.32827708674517e-05,-5.46060049048013e-05,-4.81451654104577e-05,3.03015301042479e-05,1.83022914053945e-05,-1.20885113521807e-05,-1.6053650599364e-05,-7.3803534855376e-05,-2.85473384160972e-05,3.81970227414362e-05,3.97142385836689e-05,1.92076368706751e-05,-3.32168088763663e-05,-2.72760819267085e-05,2.06306564179436e-06,-9.53801295892263e-05,5.49052501384829e-05,6.85241256328933e-05,0.000104445059847604,9.6107970361598e-05,-0.000104309403461337,-7.35733949056113e-05,-3.83480339303076e-05,6.51424038095857e-05,4.58633522423734e-05,4.58570099026889e-05,7.87823611997883e-05,1.16278230673112e-05,-6.38663967665118e-05,4.7972958125093e-08,-6.91520471231479e-06,-4.98896736867005e-05,5.05610436546224e-05,5.4776195865909e-05,0.25,3
