5,1,74
6,5,97
7,6,230
8,7,169
9,8,212
10,9,220
11,10,344
12,11,306
13,12,354
14,13,163
15,14,207
16,15,238
17,16,309
18,17,93
19,18,80
20,2,83
2,19,83
21,20,79
22,21,162
80,18,93
23,22,161
24,23,241
25,24,214
26,25,210
27,26,160
28,27,228
29,28,222
30,29,301
31,30,347
32,31,127
34,33,78
35,3,82
3,34,82
36,35,77
37,36,123
33,32,94
78,33,94
38,37,231
39,38,168
40,39,213
41,40,209
42,41,159
43,42,226
44,43,223
45,44,300
46,45,348
49,48,76
50,4,81
4,49,81
51,50,75
52,51,124
48,47,95
76,48,95
53,52,232
54,53,167
55,54,215
56,55,211
93,17,309
57,56,158
58,57,227
216,93,309
60,59,307
59,58,221
163,13,354
64,63,128
61,60,265
62,61,125
63,62,96
47,46,126
96,62,125
95,47,126
94,32,127
74,64,128
127,31,347
126,46,348
256,65,355
125,61,265
298,70,376
285,103,392
286,102,396
1,64,74
96,66,128
211,55,215
75,50,81
75,67,124
67,75,76
209,40,213
77,35,82
77,68,123
68,77,78
214,24,241
79,20,83
69,80,93
69,79,80
76,75,81
49,76,81
78,77,82
34,78,82
80,79,83
19,80,83
51,75,124
294,73,345
283,175,376
245,118,354
36,77,123
390,72,427
161,22,242
391,71,428
356,73,378
246,72,397
185,84,276
247,71,395
282,91,367
202,104,340
265,60,307
219,85,334
233,91,282
79,69,237
224,90,234
308,70,406
68,78,94
271,87,430
67,76,95
275,86,404
351,85,388
276,84,405
74,66,97
5,74,97
212,122,282
153,92,299
261,127,347
288,71,391
262,126,348
287,72,390
279,101,292
155,66,166
184,86,275
346,87,368
196,107,320
268,86,419
266,87,418
295,104,381
197,108,319
267,84,417
222,28,228
283,104,295
194,102,286
223,43,226
184,103,285
221,58,227
281,139,370
334,85,353
292,101,399
332,88,386
190,100,291
333,89,387
189,99,289
162,79,237
237,69,243
229,90,329
97,66,155
66,96,166
156,88,330
330,88,332
157,89,331
331,89,333
198,106,431
210,25,214
219,109,359
195,118,377
123,68,165
165,68,239
124,67,164
164,67,240
69,93,243
323,117,329
318,91,432
169,7,230
321,116,331
68,94,239
322,115,330
67,95,240
294,170,352
225,125,343
167,115,215
236,120,326
168,116,213
235,119,327
66,74,128
63,96,128
254,65,362
350,108,401
402,129,416
349,107,400
289,99,324
94,127,218
291,100,325
95,126,217
270,133,290
281,105,361
332,151,401
252,103,366
333,150,400
368,198,431
233,114,380
166,96,225
258,98,389
195,92,328
382,205,421
251,102,372
202,139,355
206,109,339
185,105,342
249,73,356
311,200,382
161,117,241
315,111,412
168,38,338
313,110,413
167,53,337
269,98,398
169,122,212
328,92,379
207,118,328
290,101,369
158,56,211
277,147,325
159,41,209
312,112,414
160,26,210
284,149,406
154,113,224
320,107,425
316,203,327
319,108,424
317,204,326
153,109,341
283,152,340
224,113,336
208,113,280
280,113,420
229,121,234
263,181,432
155,114,233
217,120,240
330,115,337
218,119,239
331,116,338
197,110,313
305,146,410
196,111,315
303,147,411
198,112,312
304,148,409
161,121,229
21,79,162
234,121,237
162,121,242
163,118,207
264,137,384
164,120,236
156,124,236
165,119,235
157,123,235
96,125,225
114,155,166
215,115,322
52,124,232
213,116,321
37,123,231
6,97,230
155,122,230
255,140,422
293,98,429
394,129,402
342,105,371
393,130,403
360,65,365
256,139,281
255,85,351
269,137,373
212,144,220
194,138,296
219,152,339
296,138,381
403,130,415
274,99,407
222,148,278
273,100,408
223,147,277
352,181,378
279,146,369
373,137,377
294,140,375
292,136,426
249,173,345
253,172,366
190,134,287
248,172,251
189,135,288
363,130,393
252,182,392
364,129,394
249,133,342
194,135,271
278,148,324
184,134,272
303,187,325
185,133,270
305,188,369
271,135,289
218,127,261
272,134,291
217,126,262
263,136,302
302,191,378
310,201,401
250,185,416
314,199,400
253,184,415
393,183,396
295,138,383
118,163,354
299,195,359
209,142,315
403,193,425
211,143,313
402,192,424
304,186,324
210,141,312
411,159,412
358,150,387
409,160,414
224,149,284
410,158,413
357,151,386
334,202,340
257,65,360
203,131,259
259,189,391
204,132,260
260,190,390
374,175,383
284,205,382
308,153,341
206,152,283
280,145,379
14,163,207
208,153,308
92,153,208
39,168,213
314,196,315
214,117,323
311,198,312
54,167,215
310,197,313
258,144,297
8,169,212
314,142,321
142,209,213
311,141,323
141,210,214
310,143,322
143,211,215
207,145,238
243,93,335
262,178,273
217,132,317
261,177,274
218,131,316
255,173,370
293,180,398
220,144,258
9,212,220
270,188,417
221,146,279
271,186,418
274,177,278
272,187,419
273,178,277
208,149,336
216,113,335
265,179,426
114,166,225
42,159,226
147,223,226
57,158,227
146,221,227
27,160,228
148,222,228
117,161,229
284,200,329
97,155,230
122,169,230
123,157,231
231,157,338
124,156,232
232,156,337
91,233,380
122,155,233
154,224,234
90,229,234
89,157,235
123,165,235
88,156,236
124,164,236
121,162,237
154,234,237
15,207,238
309,16,385
119,165,239
94,218,239
120,164,240
95,217,240
23,161,241
117,214,241
121,161,242
22,162,242
113,154,335
154,237,243
266,198,368
341,206,376
306,11,344
359,195,377
287,182,397
276,192,402
288,183,395
275,193,403
254,172,365
296,176,372
281,173,371
191,133,356
252,171,364
105,185,250
247,183,393
176,248,372
104,202,257
246,182,394
251,172,363
103,184,253
254,252,366
171,252,254
73,249,345
293,140,351
250,171,361
256,171,362
248,176,360
257,202,355
384,269,398
258,174,344
259,131,407
349,150,428
260,132,408
350,151,427
301,177,347
131,218,261
300,178,348
132,217,262
290,191,399
263,114,423
264,219,359
264,180,388
343,136,423
279,179,307
304,266,418
112,198,266
305,267,417
110,197,267
303,268,419
111,196,268
245,174,373
269,174,389
84,185,270
101,279,369
99,278,324
346,194,430
86,184,272
100,277,325
100,190,408
132,262,273
99,189,407
131,261,274
320,193,404
363,253,415
319,192,405
364,250,416
277,178,300
100,273,277
278,177,301
99,274,278
114,225,423
59,221,307
92,208,280
385,145,420
353,255,370
105,250,361
144,212,282
122,233,282
346,244,383
206,283,376
298,205,406
90,224,284
103,252,392
134,184,285
102,251,396
135,194,286
357,260,390
134,285,287
358,259,391
135,286,288
135,189,289
186,271,289
133,191,290
188,270,290
134,190,291
187,272,291
101,290,399
179,279,292
98,258,297
85,219,388
297,144,367
297,170,429
257,176,381
175,283,295
102,194,296
104,257,381
318,170,367
140,293,375
374,244,431
298,175,374
109,153,299
92,195,299
44,223,300
223,277,300
29,222,301
222,278,301
181,263,302
136,292,302
226,159,411
111,268,303
228,160,409
112,266,304
227,158,410
110,267,305
174,245,306
10,220,344
179,265,307
221,279,307
205,284,406
149,208,308
238,145,385
113,216,420
108,197,310
115,167,337
106,198,311
117,229,329
160,210,414
141,311,312
158,211,413
143,310,313
107,196,314
116,168,338
159,209,412
142,314,315
131,203,316
119,218,316
132,204,317
120,217,317
318,181,352
144,282,367
267,197,405
84,267,405
268,196,404
86,268,404
142,213,321
199,314,321
143,215,322
201,310,322
141,214,323
200,311,323
186,289,324
148,304,324
187,291,325
147,303,325
88,236,326
120,317,326
89,235,327
119,316,327
118,195,328
145,207,379
90,284,329
200,323,329
108,310,401
201,322,330
107,314,400
199,321,331
326,204,386
201,330,332
327,203,387
199,331,333
152,219,334
139,202,353
93,216,335
154,243,335
113,208,336
149,224,336
53,232,337
156,330,337
38,231,338
157,331,338
152,206,339
109,219,339
104,283,340
152,334,340
109,206,341
70,308,341
133,185,342
173,249,371
125,265,343
343,265,426
220,258,344
174,306,344
345,173,422
140,294,345
138,194,346
244,368,431
177,261,347
30,301,347
178,262,348
45,300,348
349,247,425
71,247,428
350,246,424
72,246,427
140,255,351
180,293,351
73,294,352
170,318,352
85,255,353
202,334,353
306,245,354
12,306,354
139,256,355
65,257,355
181,302,378
133,249,356
88,326,386
204,260,357
89,327,387
203,259,358
137,264,359
109,299,359
172,248,365
176,257,360
171,256,361
256,281,361
171,254,362
65,256,362
193,320,425
172,253,363
171,250,364
192,319,424
65,254,365
248,360,365
103,253,366
172,254,366
170,297,367
91,318,367
87,266,368
244,346,368
188,290,369
146,305,369
173,281,370
139,353,370
105,281,371
249,342,371
248,251,372
102,296,372
118,245,377
174,269,373
175,295,383
205,298,421
170,294,375
375,293,429
175,298,376
70,341,376
137,359,377
245,373,377
73,352,378
191,356,378
92,280,379
207,328,379
114,263,380
380,263,432
138,295,381
176,296,381
200,284,382
106,311,382
138,346,383
244,374,383
180,264,384
137,269,384
16,238,385
216,309,385
151,332,386
204,357,386
150,333,387
203,358,387
219,264,388
180,351,388
174,258,389
98,269,389
190,287,390
246,350,427
189,288,391
247,349,428
287,285,392
182,287,392
288,286,396
251,363,393
182,252,394
252,364,394
183,247,395
71,288,395
183,288,396
251,393,396
182,246,397
72,287,397
98,293,398
180,384,398
302,292,399
191,302,399
199,333,400
150,349,400
201,332,401
151,350,401
185,276,416
246,394,402
184,275,415
247,393,403
193,275,404
196,320,404
192,276,405
197,319,405
70,298,406
149,308,406
189,259,407
131,274,407
190,260,408
132,273,408
148,228,409
112,304,409
146,227,410
110,305,410
147,226,411
111,303,411
209,315,412
111,411,412
211,313,413
110,410,413
210,312,414
112,409,414
130,363,415
275,403,415
129,364,416
276,402,416
84,270,417
188,305,417
87,271,418
186,304,418
86,272,419
187,303,419
145,280,420
216,385,420
298,374,421
106,382,421
173,255,422
140,345,422
136,263,423
225,343,423
108,350,424
246,402,424
107,349,425
247,403,425
179,292,426
136,343,426
151,357,427
357,390,427
150,358,428
358,391,428
98,297,429
170,375,429
194,271,430
87,346,430
421,374,431
106,421,431
181,318,432
91,380,432
