-1,1
1,1
1,-1
-1,-1
-0.5,1
0,1
0.5,1
1,0.5
1,0
1,-0.5
0.5,-1
0,-1
-0.5,-1
-1,-0.5
-1,0
-1,0.5
3.46944695195361e-18,6.93889390390723e-18
-0.670682730923695,-0.663152610441767
0.663152610441767,-0.670682730923695
0.670682730923695,0.663152610441767
-0.663152610441767,0.670682730923695
-0.553212851405622,0.237449799196787
0.237449799196787,0.553212851405622
0.553212851405622,-0.237449799196787
-0.237449799196787,-0.553212851405622
0.262550200803213,-0.615963855421687
0.615963855421687,0.262550200803213
-0.262550200803213,0.615963855421687
-0.615963855421687,-0.262550200803213
-0.234437751004016,-0.0963855421686747
-0.0963855421686747,0.234437751004016
0.234437751004016,0.0963855421686747
0.0963855421686747,-0.234437751004016

