-1,1
1,1
1,-1
-1,-1
-0.96,1
-0.92,1
-0.88,1
-0.84,1
-0.8,1
-0.76,1
-0.72,1
-0.68,1
-0.64,1
-0.6,1
-0.56,1
-0.52,1
-0.48,1
-0.44,1
-0.4,1
-0.36,1
-0.32,1
-0.28,1
-0.24,1
-0.2,1
-0.16,1
-0.12,1
-0.08,1
-0.04,1
0,1
0.04,1
0.0800000000000001,1
0.12,1
0.16,1
0.2,1
0.24,1
0.28,1
0.32,1
0.36,1
0.4,1
0.44,1
0.48,1
0.52,1
0.56,1
0.6,1
0.64,1
0.68,1
0.72,1
0.76,1
0.8,1
0.84,1
0.88,1
0.92,1
0.96,1
1,0.96
1,0.92
1,0.88
1,0.84
1,0.8
1,0.76
1,0.72
1,0.68
1,0.64
1,0.6
1,0.56
1,0.52
1,0.48
1,0.44
1,0.4
1,0.36
1,0.32
1,0.28
1,0.24
1,0.2
1,0.16
1,0.12
1,0.08
1,0.04
1,0
1,-0.04
1,-0.0800000000000001
1,-0.12
1,-0.16
1,-0.2
1,-0.24
1,-0.28
1,-0.32
1,-0.36
1,-0.4
1,-0.44
1,-0.48
1,-0.52
1,-0.56
1,-0.6
1,-0.64
1,-0.68
1,-0.72
1,-0.76
1,-0.8
1,-0.84
1,-0.88
1,-0.92
1,-0.96
0.96,-1
0.92,-1
0.88,-1
0.84,-1
0.8,-1
0.76,-1
0.72,-1
0.68,-1
0.64,-1
0.6,-1
0.56,-1
0.52,-1
0.48,-1
0.44,-1
0.4,-1
0.36,-1
0.32,-1
0.28,-1
0.24,-1
0.2,-1
0.16,-1
0.12,-1
0.08,-1
0.04,-1
0,-1
-0.04,-1
-0.0800000000000001,-1
-0.12,-1
-0.16,-1
-0.2,-1
-0.24,-1
-0.28,-1
-0.32,-1
-0.36,-1
-0.4,-1
-0.44,-1
-0.48,-1
-0.52,-1
-0.56,-1
-0.6,-1
-0.64,-1
-0.68,-1
-0.72,-1
-0.76,-1
-0.8,-1
-0.84,-1
-0.88,-1
-0.92,-1
-0.96,-1
-1,-0.96
-1,-0.92
-1,-0.88
-1,-0.84
-1,-0.8
-1,-0.76
-1,-0.72
-1,-0.68
-1,-0.64
-1,-0.6
-1,-0.56
-1,-0.52
-1,-0.48
-1,-0.44
-1,-0.4
-1,-0.36
-1,-0.32
-1,-0.28
-1,-0.24
-1,-0.2
-1,-0.16
-1,-0.12
-1,-0.08
-1,-0.04
-1,0
-1,0.04
-1,0.0800000000000001
-1,0.12
-1,0.16
-1,0.2
-1,0.24
-1,0.28
-1,0.32
-1,0.36
-1,0.4
-1,0.44
-1,0.48
-1,0.52
-1,0.56
-1,0.6
-1,0.64
-1,0.68
-1,0.72
-1,0.76
-1,0.8
-1,0.84
-1,0.88
-1,0.92
-1,0.96
0.000181005769858465,-0.00183912990081653
-0.728657131063824,0.739345472024512
-0.739877790906707,-0.738430557261054
0.732902678820432,-0.735780345312605
0.739453538043325,0.73883924297082
-0.947476031732772,0.93265874150897
-0.931219625404617,-0.947989481297943
0.94761885797922,-0.932516021122475
0.931210174564016,0.948003766425083
0.287709400069875,0.465507455285277
0.465291158037078,-0.28772645522783
