,z1,z2,z3,z4,z5,z6,z7,z8,z9
1,9.25749363139191,0.374079290653878,1.36772179128716,0.559475440407017,-0.108333120278014,0.515880985898878,-0.55164662466833,0.577442550572984,0.099803866653689
2,6.84968458384467,0.0715394032132786,0.17333569665942,0.480463231080129,-0.141500576631267,0.463847854291864,0.165789353485468,0.169271766106427,0.153517650544963
3,3.27486208530604,0.397399572682733,-0.502142822370897,-0.142789203221053,-0.225437737767773,-0.0558669551613455,-0.178653872842419,0.0326123497743411,0.022821595281898
4,5.35554151336459,0.597430472826228,0.00988629078740893,-0.102917451186566,-0.271381206910965,-0.262245447924307,0.406346593063327,-0.0771584251943872,-0.0585534305191611
5,2.8522977511257,0.403882863643357,-0.156532946599274,0.134766119441749,-0.123820326083794,-0.145535641370122,-0.0670833148388681,-0.0900367454889242,0.176471354901575
6,3.95660355854657,-0.0960706181909094,-0.00234904945710333,0.108726666025441,0.138568172946365,0.212022132240657,0.303199842435325,-0.0361181800823148,0.203364179450313
7,5.22526182847419,0.0941132346057263,-0.743369276878151,0.0472857624828607,-0.335746464086548,0.472384211298947,-0.861483262330742,-0.191481051447424,0.0203425965966749
8,4.67052932796519,-0.48185611177617,0.641641938910515,0.0225828022406927,-0.0754051242843718,0.65152368150107,0.403484449809529,-0.105608303656636,0.30663710976301
9,4.98881448962264,0.444181032700202,0.358805056952211,0.0887315312725796,0.0618368702045602,-0.490032030236326,0.0724526862174471,0.207222552387379,-0.225006835172415
10,3.78517774646668,0.31169859453217,0.275992281456262,0.142364412017827,0.245514278891719,0.241961272752649,0.219436817789801,0.00646490564830377,0.0196003247123558
11,2.75315579894295,0.00982092798996927,-0.0109408988965307,-0.0719101499163406,0.0291494395035739,-0.270111853021152,-0.563631099143066,0.170718151353334,0.101229994624192
12,1.80754665707857,0.144729802817463,-0.19636491450672,-0.216972234507627,-0.10388780594111,-0.193609630615466,-0.278995806674391,0.0310965542590256,0.0669695703407925
13,5.23324441388539,-0.659524388626965,0.104463145045876,0.354242250985795,-0.13301340587679,-0.757823223059756,0.666267901533587,-0.381317377199589,-0.0913359598356997
14,6.09779117223103,-0.112902359460296,0.954155193186082,0.283543843843808,-0.379246829595486,0.20319793220695,0.713569940546323,0.111187087241607,0.328675720745525
15,2.12015921708626,-0.16377313658878,0.0683740537324474,0.0630806918075393,-0.024576348550967,0.0813824985048099,0.178704425939451,-0.218505446433751,-0.0494262879550056
