5,1,237
6,5,270
7,6,229
8,7,267
9,8,881
10,9,672
11,10,1412
12,11,607
13,12,911
14,13,922
15,14,622
16,15,1000
17,16,887
18,17,431
19,18,634
20,19,1356
21,20,873
22,21,1808
23,22,1797
24,23,2692
25,24,2478
26,25,1788
27,26,1286
28,27,2624
29,28,3199
30,29,3128
31,30,2320
32,31,1267
33,32,1824
34,33,1818
35,34,1398
36,35,1885
37,36,2491
38,37,3683
39,38,871
40,39,999
41,40,859
42,41,995
43,42,876
44,43,649
45,44,336
46,45,677
47,46,653
48,47,646
49,48,446
50,49,638
51,50,443
52,51,465
53,52,233
54,2,236
2,53,236
55,54,271
56,55,228
57,56,269
233,52,465
58,57,668
59,58,946
60,59,901
61,60,608
62,61,449
63,62,928
64,63,675
65,64,1383
66,65,888
68,67,451
271,209,463
69,68,864
70,69,1295
71,70,1810
72,71,1798
73,72,2689
74,73,2480
75,74,1785
76,75,1288
77,76,2623
78,77,3198
79,78,3129
80,79,2321
81,80,1270
82,81,1826
83,82,1817
84,83,1400
85,84,1882
86,85,2489
87,86,3680
88,87,869
89,88,997
90,89,858
91,90,993
92,91,875
93,92,650
94,93,335
95,94,676
96,95,655
97,96,645
98,97,444
99,98,637
101,100,467
102,101,232
103,3,235
3,102,235
104,103,272
105,104,227
106,105,266
232,101,467
107,106,880
108,107,673
109,108,1411
110,109,606
111,110,910
112,111,923
113,112,623
114,113,1001
115,114,886
116,115,430
100,99,441
272,208,460
117,116,630
118,117,1355
119,118,872
120,119,1811
121,120,1796
122,121,2690
123,122,2481
124,123,1786
125,124,1287
126,125,2626
127,126,3201
128,127,3127
130,129,1268
131,130,1825
132,131,1819
133,132,1397
134,133,1884
135,134,2492
136,135,3682
137,136,870
138,137,998
139,138,860
140,139,994
141,140,877
142,141,648
143,142,334
144,143,678
145,144,652
147,146,445
148,147,639
150,149,464
151,150,231
152,4,234
4,151,234
153,152,273
154,153,226
155,154,268
231,150,464
156,155,669
157,156,947
158,157,900
159,158,609
160,159,448
161,160,929
162,161,674
163,162,1384
164,163,889
166,165,450
146,145,647
149,148,442
273,207,462
167,166,865
168,167,1296
169,168,1809
170,169,1799
171,170,2691
172,171,2479
173,172,1787
336,44,649
174,173,1285
175,174,2625
176,175,3200
177,176,3130
178,177,2319
179,178,1269
180,179,1827
181,180,1816
182,181,1399
183,182,1883
184,183,2490
185,184,3681
186,185,868
187,186,996
188,187,857
190,189,874
191,190,651
1818,33,1824
192,191,337
193,192,679
194,193,654
229,6,270
196,195,447
197,196,636
199,198,466
189,188,992
195,194,644
198,197,440
230,199,466
337,191,651
334,142,648
335,93,650
200,199,230
270,206,461
165,164,603
1816,180,1827
129,128,2318
1819,131,1825
67,66,602
1817,82,1826
4000,201,4267
2129,472,3090
2800,201,3786
907,205,1923
2115,274,3174
909,204,1924
2372,210,3644
908,203,1922
610,16,1000
440,197,636
889,163,1384
442,148,639
611,114,1001
441,99,637
888,65,1383
443,50,638
906,202,1925
935,218,1360
1774,242,1790
932,219,1357
2371,211,3643
937,220,1359
2373,212,3641
933,221,1358
2374,213,3642
831,300,2505
1775,244,1791
834,304,2483
3120,372,3990
832,299,3023
2243,363,3115
835,305,2482
226,153,273
332,149,442
227,104,272
331,100,441
228,55,271
330,51,443
270,5,341
333,198,440
1,200,237
455,229,461
273,152,338
453,226,462
272,103,340
454,227,460
271,54,339
452,228,463
226,273,462
151,231,234
227,272,460
102,232,235
228,271,463
53,233,236
229,270,461
200,230,237
3119,373,3989
859,40,999
1772,245,1793
857,187,996
2561,364,3356
860,138,998
1773,243,1792
858,89,997
1274,217,2667
1016,225,1292
832,216,1317
1019,224,1290
1273,215,2666
1017,223,1291
831,214,1332
1018,222,1289
1266,214,1828
960,218,1406
2667,217,2758
962,219,1403
1265,216,1829
963,220,1405
2666,215,2757
961,221,1404
603,164,889
2570,239,3631
602,66,888
2567,241,3633
1789,832,3023
2569,240,3632
1769,831,2505
2568,238,3630
921,558,1360
593,253,1293
919,556,1358
632,250,1277
918,559,1359
592,252,1294
920,557,1357
633,251,1278
658,223,1017
1322,223,1974
667,224,1019
1321,224,1975
659,225,1016
1323,225,1973
665,222,1018
1324,222,1972
7,229,267
641,306,984
154,226,268
643,308,989
105,227,266
640,309,987
56,228,269
642,307,990
830,248,1954
266,227,454
1318,246,2771
267,229,455
1347,249,1987
268,226,453
1348,247,1986
269,228,452
230,206,341
237,230,341
233,209,339
236,233,339
232,208,340
235,232,340
231,207,338
234,231,338
2190,277,3320
3174,274,3319
2211,275,3322
2812,275,4249
2212,276,3321
2811,276,4248
2138,274,4018
3959,474,4053
1759,210,2738
3154,238,4066
1758,211,2740
3153,241,4067
1760,212,2739
3155,240,4068
1761,213,2741
3159,239,4069
3086,245,3506
1788,25,2478
2636,244,3513
1787,172,2479
3088,242,3507
1785,74,2480
3087,243,3508
1786,123,2481
2291,278,3412
852,399,1332
2289,279,3414
451,314,1937
2290,280,3413
861,398,1317
2288,281,3415
450,313,1938
2157,282,3073
843,290,2501
2166,284,3074
842,291,2503
2167,285,3077
840,292,2504
2165,283,3075
841,293,2502
331,208,467
623,112,923
333,206,466
622,14,922
330,209,465
449,61,608
332,207,464
448,159,609
